id,currency,symbol,name,logo_url,status,price,price_date,price_timestamp,circulating_supply,max_supply,market_cap,num_exchanges,num_pairs,num_pairs_unmapped,first_candle,first_trade,first_order_book,rank,rank_delta,high,high_timestamp,1d.volume,1d.price_change,1d.price_change_pct,1d.volume_change,1d.volume_change_pct,1d.market_cap_change,1d.market_cap_change_pct,first_priced_at
PAXG,PAXG,PAXG,PAX Gold,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/PAXG.png,active,1836.06786169,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,41388,41388.0,75991401,16,48,1,2019-09-10T00:00:00Z,2019-10-01T00:00:00Z,2019-10-18T00:00:00Z,124,-2,2083.3624231,2020-08-06T00:00:00Z,2248576.95,15.77560611,0.0087,-1593403.18,-0.4147,652922.71,0.0087,
RIF,RIF,RIF,RIF Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/rif.jpg,active,0.11346529,2020-12-02T00:00:00Z,2020-12-02T21:06:00Z,666900011,1000000000.0,75670006,12,25,0,2018-12-30T00:00:00Z,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z,125,5,0.29399385,2019-01-01T00:00:00Z,903757.04,0.00844507,0.0804,-41056.13,-0.0435,5632016.33,0.0804,
KMD,KMD,KMD,Komodo,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/kmd.svg,active,0.60022605,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,122999246,200000000.0,73827351,19,54,1,2017-02-11T00:00:00Z,2017-11-07T00:00:00Z,2018-08-29T00:00:00Z,126,2,11.66730427,2017-12-22T00:00:00Z,3064116.37,0.0231042,0.04,-1420778.45,-0.3168,2849895.08,0.0402,
SXP,SXP,SXP,Swipe,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/SXP.jpg,active,0.95812,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,76891062,289136212.0,73670864,32,90,0,2019-08-24T00:00:00Z,2019-09-07T00:00:00Z,2019-09-12T00:00:00Z,127,-3,4.30816408,2020-08-13T00:00:00Z,43387865.74,0.01039305,0.011,-36102852.07,-0.4542,799132.58,0.011,
STEEM,STEEM,STEEM,Steem,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/steem.svg,active,0.19652269,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,372750857,,73254001,20,70,0,2016-04-17T00:00:00Z,2016-07-19T00:00:00Z,2018-08-29T00:00:00Z,128,-5,8.05786047,2018-01-03T00:00:00Z,50947271.38,-0.00242414,-0.0122,12129020.34,0.3125,-890115.77,-0.012,
DIVI,DIVI,DIVI,Divi,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/divi.jpg,active,0.03571583,2020-12-02T00:00:00Z,2020-12-02T21:07:00Z,2025671583,,72348535,11,19,0,2019-04-20T00:00:00Z,2019-04-20T00:00:00Z,2019-06-07T00:00:00Z,129,-4,0.07842898,2020-07-14T00:00:00Z,196529.26,-0.00010104,-0.0028,-146680.64,-0.4274,-159494.75,-0.0022,
QC,QC,QC,Qcash,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/QC.png,active,0.15585113,2020-12-02T00:00:00Z,2020-12-02T20:59:00Z,460000200,10000000000.0,71691551,8,168,58,2018-08-24T00:00:00Z,,2019-02-19T00:00:00Z,130,-1,0.15677778,2020-12-02T00:00:00Z,370682487.96,0.00207982,0.0135,-624561156.73,-0.6275,956715.88,0.0135,
ARDR,ARDR,ARDR,Ardor,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ardr.svg,active,0.07119691,2020-12-02T00:00:00Z,2020-12-02T21:09:00Z,998999495,998999495.0,71125680,22,45,0,2016-10-13T00:00:00Z,2016-10-13T00:00:00Z,2018-08-29T00:00:00Z,131,-5,2.19890966,2018-01-13T00:00:00Z,6710087.13,-0.00010737,-0.0015,-10992205.16,-0.6209,-107265.74,-0.0015,
RLC,RLC,RLC,iExec RLC,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/rlc.svg,active,1.012243,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,70233546,86999784.0,71093415,26,72,0,2017-04-27T00:00:00Z,2017-05-26T00:00:00Z,2018-08-29T00:00:00Z,132,2,3.66859021,2018-01-14T00:00:00Z,1706726.91,0.05842499,0.0613,-463967.22,-0.2137,4103394.27,0.0613,
GNO,GNO,GNO,Gnosis,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/gno.svg,active,63.63007384,2020-12-02T00:00:00Z,2020-12-02T21:07:00Z,1104590,10000000.0,70285143,35,70,0,2017-04-25T00:00:00Z,2017-04-25T00:00:00Z,2018-09-12T00:00:00Z,133,-2,404.77473331,2018-01-05T00:00:00Z,659621.98,0.55772643,0.0088,-84063.69,-0.113,616059.03,0.0088,
SUSD,SUSD,SUSD,sUSD,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/SUSD.png,active,1.01151925,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,69217097,69217097.0,70014426,10,61,2,2018-07-13T00:00:00Z,2019-05-15T00:00:00Z,2019-05-15T00:00:00Z,134,-1,1.21538873,2019-02-19T00:00:00Z,4876494.71,0.01331011,0.0133,-5655018.3,-0.537,1784761.02,0.0262,
BNANA,BNANA,BNANA,Chimpion,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/bnana.jpg,active,1.82250493,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,37451536,100000000000.0,68255608,7,11,0,2019-05-06T00:00:00Z,,2019-06-07T00:00:00Z,135,-3,1.83778658,2020-11-30T00:00:00Z,449137.63,-0.03118158,-0.0168,11265.92,0.0257,-1167797.96,-0.0168,
CHZ,CHZ,CHZ,Chiliz,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/CHZ.png,active,0.01272377,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,5344064580,8888888888.0,67996663,34,83,9,2019-06-29T00:00:00Z,2019-06-29T00:00:00Z,2019-07-17T00:00:00Z,136,1,0.01992606,2020-08-17T00:00:00Z,17109723.15,0.00062523,0.0517,9069017.19,1.1279,3341293.75,0.0517,
KCS,KCS,KCS,KuCoin Shares,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/kcs.jpg,active,0.84184885,2020-12-02T00:00:00Z,2020-12-02T21:07:00Z,80118638,170118638.0,67447784,9,26,0,2017-09-17T00:00:00Z,2020-03-26T00:00:00Z,2019-06-04T00:00:00Z,137,-2,20.6549972,2018-01-10T00:00:00Z,7317969.0,0.01645465,0.0199,810976.8,0.1246,1318324.35,0.0199,
ARK,ARK,ARK,Ark,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ark.svg,active,0.43452085,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,153755412,,66809932,22,204,38,2017-03-21T00:00:00Z,2017-11-01T00:00:00Z,2018-08-29T00:00:00Z,138,-2,10.32204309,2018-01-10T00:00:00Z,3193241.74,0.01091862,0.0258,-1534855.74,-0.3246,1687821.68,0.0259,
UBT,UBT,UBT,Unibright,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ubt.jpg,active,0.4640912,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,139600000,150000000.0,64787131,16,39,2,2018-05-20T00:00:00Z,2018-05-20T00:00:00Z,2019-05-10T00:00:00Z,139,0,0.56566363,2020-05-23T00:00:00Z,1706295.94,0.01643815,0.0367,-372606.31,-0.1792,2294765.76,0.0367,
BTS,BTS,BTS,BitShares,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/bts.svg,active,0.02347322,2020-12-02T00:00:00Z,2020-12-02T21:09:00Z,2710195992,3600570502.0,63617036,43,178,0,2014-08-16T00:00:00Z,2014-08-16T00:00:00Z,2018-08-29T00:00:00Z,140,-2,0.88567903,2018-01-03T00:00:00Z,8857905.74,0.00037571,0.0163,-5371893.16,-0.3775,1018256.98,0.0163,
ANKR,ANKR,ANKR,Ankr,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ankr.png,active,0.0099298,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,6329566044,10000000000.0,62851298,34,74,0,2017-07-09T00:00:00Z,2019-03-05T00:00:00Z,2019-03-05T00:00:00Z,141,-1,0.01662517,2020-08-10T00:00:00Z,13356298.61,0.00051146,0.0543,-5737805.45,-0.3005,3237341.1,0.0543,
LPT,LPT,LPT,livepeer,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/lpt.jpg,active,2.60390371,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,22723969,22723969.0,59171027,11,21,0,2018-12-19T00:00:00Z,2018-12-19T00:00:00Z,2018-12-19T00:00:00Z,142,34,9.35921894,2018-12-20T00:00:00Z,851792.86,0.87441703,0.5056,221197.49,0.3508,19880334.32,0.506,
TOMO,TOMO,TOMO,TomoChain,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/TOMO.png,active,0.76555531,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,76198450,100000000.0,58334128,27,61,0,2018-03-01T00:00:00Z,2018-03-01T00:00:00Z,2019-06-05T00:00:00Z,143,4,2.11573711,2018-05-03T00:00:00Z,5152630.27,0.05517252,0.0777,-1742733.13,-0.2527,4210773.73,0.0778,
FTM,FTM,FTM,Fantom,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ftm.png,active,0.02291305,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,2536463262,3175000000.0,58118119,34,79,1,2018-10-28T00:00:00Z,2018-10-29T00:00:00Z,2019-06-04T00:00:00Z,144,5,0.05517265,2020-09-02T00:00:00Z,5220874.41,0.00189936,0.0904,-3645288.47,-0.4111,4828169.08,0.0906,
WAXP,WAXP,WAXP,WAX Protocol Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/WAX.png,active,0.04048656,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,1417377475,3728232206.0,57384732,17,44,0,2018-01-04T00:00:00Z,2018-01-04T00:00:00Z,2018-09-07T00:00:00Z,145,1,2.32162114,2018-01-15T00:00:00Z,2716936.85,0.00223332,0.0584,452204.13,0.1997,3186180.2,0.0588,
IRIS,IRIS,IRIS,IRIS Network,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/iris.jpg,active,0.0631302,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,898555319,1993957077.0,56725979,15,34,0,2019-03-12T00:00:00Z,2019-10-28T00:00:00Z,2019-04-09T00:00:00Z,146,-1,0.26320344,2019-04-08T00:00:00Z,2330780.1,0.002608,0.0431,-1481804.03,-0.3887,2348827.64,0.0432,
ELF,ELF,ELF,aelf,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/elf.svg,active,0.12182623,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,461329999,880000000.0,56202095,62,147,0,2017-12-21T00:00:00Z,2017-12-21T00:00:00Z,2018-08-29T00:00:00Z,147,12,2.44843967,2018-01-09T00:00:00Z,34943770.11,0.0152561,0.1432,19428236.28,1.2522,7038096.97,0.1432,
PNK,PNK,PNK,Kleros,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/pnk.jpg,active,0.10681234,2020-12-02T00:00:00Z,2020-12-02T21:09:00Z,523496520,764626704.0,55915887,20,34,1,2018-07-16T00:00:00Z,2018-07-16T00:00:00Z,2018-11-01T00:00:00Z,148,-4,0.17698187,2020-08-13T00:00:00Z,1068063.11,0.00241844,0.0232,-757225.23,-0.4149,1266042.55,0.0232,
STORJ,STORJ,STORJ,Storj,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/storj.svg,active,0.37984345,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,143787439,424999998.0,54616717,51,128,0,2017-07-11T00:00:00Z,2017-09-30T00:00:00Z,2018-08-29T00:00:00Z,149,4,2.64866351,2018-01-09T00:00:00Z,23556904.45,0.02672531,0.0757,-517790.19,-0.0215,3842764.22,0.0757,
TTT2,TTT2,TTT,The Transfer Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/TTT2.png,active,1.20607619,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,44889467,2000000000.0,54140117,3,6,0,2019-06-04T00:00:00Z,,2019-06-04T00:00:00Z,150,-8,4.94361438,2020-05-07T00:00:00Z,1847580.66,-0.10320222,-0.0788,-255523.88,-0.1215,-4622574.5,-0.0787,
UTK,UTK,UTK,Utrust,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/utk.svg,active,0.11944777,2020-12-02T00:00:00Z,2020-12-02T21:09:00Z,450000000,500000000.0,53751495,24,50,0,2017-12-30T00:00:00Z,2018-02-07T00:00:00Z,2018-09-07T00:00:00Z,151,-1,1.12957353,2018-01-09T00:00:00Z,2869452.88,0.00104243,0.0088,-786187.95,-0.2151,469094.85,0.0088,
POLY,POLY,POLY,Polymath,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/poly.svg,active,0.0725321,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,735184584,1000000000.0,53324480,34,61,0,2018-02-01T00:00:00Z,2018-02-01T00:00:00Z,2018-08-29T00:00:00Z,152,2,1.45911167,2018-02-20T00:00:00Z,2414034.91,0.0037637,0.0547,-1050032.3,-0.3031,2767015.06,0.0547,
AGI,AGI,AGI,SingularityNET,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/agi.svg,active,0.05574149,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,949199128,1000000000.0,52909777,19,55,0,2018-01-18T00:00:00Z,2018-01-18T00:00:00Z,2018-08-29T00:00:00Z,153,-1,1.04419318,2018-01-27T00:00:00Z,799429.1,6.614e-05,0.0012,118893.98,0.1747,62783.75,0.0012,
SHR,SHR,SHR,ShareToken,,active,0.02154668,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,2418778640,4396000000.0,52116661,8,15,0,2019-06-19T00:00:00Z,2019-07-10T00:00:00Z,2019-06-19T00:00:00Z,154,-11,0.05161333,2020-08-01T00:00:00Z,1729297.62,-0.00111016,-0.049,-137037.91,-0.0734,-2685225.78,-0.049,
ETN,ETN,ETN,Electroneum,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/etn.jpg,active,0.00503771,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,10213985642,21000000000.0,51455146,17,34,0,2018-03-14T00:00:00Z,2018-09-05T00:00:00Z,2019-03-14T00:00:00Z,155,1,0.03642755,2018-05-03T00:00:00Z,1411932.16,0.00013935,0.0284,-304858.93,-0.1776,1424649.73,0.0285,
NRG,NRG,NRG,Energi,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/nrg.png,active,1.43472282,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,35486547,,50913359,15,22,0,2019-02-28T00:00:00Z,2020-05-17T00:00:00Z,2019-07-26T00:00:00Z,156,1,9.2833093,2019-06-29T00:00:00Z,1544257.86,0.04052755,0.0291,-215992.81,-0.1227,1458027.71,0.0295,
NPXS,NPXS,NPXS,Pundi X,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/npxs.png,active,0.0002069,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,236519288706,258526640301.0,48936403,65,154,0,2018-03-20T00:00:00Z,2018-03-20T00:00:00Z,2018-08-29T00:00:00Z,157,5,0.01983219,2018-06-02T00:00:00Z,6020725.96,7.46e-06,0.0374,-586617.68,-0.0888,1764447.27,0.0374,
SYS,SYS,SYS,Syscoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/sys.svg,active,0.08058965,2020-12-02T00:00:00Z,2020-12-02T21:07:00Z,601553392,888000000.0,48478977,16,34,0,2014-08-17T00:00:00Z,2015-01-09T00:00:00Z,2018-08-29T00:00:00Z,158,-7,0.97859453,2018-01-13T00:00:00Z,3734880.94,-0.007722,-0.0874,825329.91,0.2837,-4640194.12,-0.0874,
UQC,UQC,UQC,Uquid Coin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/uqc.jpg,active,4.7316899,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,10000000,40000000.0,47316899,18,93,0,2018-04-25T00:00:00Z,2018-04-25T00:00:00Z,2019-06-19T00:00:00Z,159,4,8.37340492,2020-09-27T00:00:00Z,6179852.75,0.06262579,0.0134,-2771013.2,-0.3096,626257.91,0.0134,
RPL,RPL,RPL,Rocket Pool,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/RPL.png,active,2.94899742,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,16006801,18000000.0,47204015,14,23,0,2018-01-08T00:00:00Z,2018-01-08T00:00:00Z,2020-04-09T00:00:00Z,160,-12,4.16654678,2020-11-06T00:00:00Z,1477042.39,-0.38362886,-0.1151,-97614.11,-0.062,-6090681.37,-0.1143,
TRAC,TRAC,TRAC,OriginTrail,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/trac.svg,active,0.16255478,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,289917478,500000000.0,47127471,7,11,0,2018-01-24T00:00:00Z,2018-01-24T00:00:00Z,2019-03-08T00:00:00Z,161,3,0.41979582,2018-01-28T00:00:00Z,280017.79,0.00162604,0.0101,-282763.11,-0.5024,471417.29,0.0101,
AE,AE,AE,Aeternity,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ae.svg,active,0.12646596,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,372085029,536306702.0,47056091,42,94,0,2017-05-29T00:00:00Z,2017-05-29T00:00:00Z,2018-08-29T00:00:00Z,162,-1,5.04216559,2018-04-29T00:00:00Z,9893028.48,-0.00102343,-0.008,-776791.08,-0.0728,-372235.79,-0.0078,
XZC,XZC,XZC,Zcoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/xzc.svg,active,4.16928405,2020-12-02T00:00:00Z,2020-12-02T21:09:00Z,11275956,21400000.0,47012663,42,85,0,2016-10-20T00:00:00Z,2016-10-23T00:00:00Z,2018-08-29T00:00:00Z,163,-3,123.87772759,2018-01-01T00:00:00Z,2280441.09,-0.12593396,-0.0293,-4054685.85,-0.64,-1405368.29,-0.029,
CORE2,CORE2,CORE,cVault.finance,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/CORE2.png,active,4664.10993772,2020-12-02T00:00:00Z,2020-12-02T21:07:00Z,10000,10000.0,46641099,2,23,1,2020-09-20T00:00:00Z,,2020-09-30T00:00:00Z,164,1,8388.75295632,2020-10-03T00:00:00Z,737856.21,51.0429585,0.0111,-164521.1,-0.1823,510429.58,0.0111,
ZB,ZB,ZB,ZB,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/zb.jpg,active,0.29225992,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,158501310,2100000000.0,46323580,12,36,0,2019-01-21T00:00:00Z,2019-05-28T00:00:00Z,2019-02-19T00:00:00Z,165,1,0.41723997,2019-06-29T00:00:00Z,5131043.98,0.00865064,0.0305,-2721222.91,-0.3466,1371138.3,0.0305,
POWR,POWR,POWR,Power Ledger,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/powr.svg,active,0.10735315,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,429712892,1000000000.0,46131032,39,79,0,2017-11-01T00:00:00Z,2017-11-01T00:00:00Z,2018-08-29T00:00:00Z,166,2,1.82014348,2018-01-07T00:00:00Z,5415727.26,0.00317274,0.0305,170490.29,0.0325,1363365.46,0.0305,
IOTX,IOTX,IOTX,IoTeX Network,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/IOTX.jpg,active,0.0079787,2020-12-02T00:00:00Z,2020-12-02T21:07:00Z,5734304441,9734304443.0,45752319,20,34,0,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-08-29T00:00:00Z,167,2,0.06398197,2018-06-01T00:00:00Z,8694349.35,0.00028726,0.0373,-2557050.52,-0.2273,1647261.75,0.0373,
SERO,SERO,SERO,Super Zero,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/SERO.png,active,0.1501672,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,299090405,650000000.0,44913568,22,27,1,2019-05-14T00:00:00Z,2019-06-29T00:00:00Z,2019-07-01T00:00:00Z,168,2049,0.47713185,2019-07-05T00:00:00Z,,,,,,,,
WAN,WAN,WAN,Wanchain,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/wan.svg,active,0.35132339,2020-12-02T00:00:00Z,2020-12-02T21:09:00Z,125761771,210000000.0,44183051,11,23,0,2018-03-23T00:00:00Z,2018-03-23T00:00:00Z,2018-08-29T00:00:00Z,169,-2,9.78987025,2018-05-03T00:00:00Z,1813505.98,-0.00502857,-0.0141,-758389.86,-0.2949,-640403.78,-0.0143,
DNT,DNT,DNT,district0x,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/dnt.svg,active,0.05745832,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,751221716,1000000000.0,43163939,20,33,0,2017-07-18T00:00:00Z,2017-07-18T00:00:00Z,2018-08-29T00:00:00Z,170,9,0.4065763,2018-01-06T00:00:00Z,16305730.9,0.00761857,0.1529,12364198.24,3.1369,5723232.13,0.1529,
TRB,TRB,TRB,Tellor,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/TRB.jpg,active,26.65365766,2020-12-02T00:00:00Z,2020-12-02T21:09:00Z,1581746,1662537.0,42159319,34,76,0,2017-07-09T00:00:00Z,2019-09-25T00:00:00Z,2020-02-13T00:00:00Z,171,4,73.97134491,2020-08-29T00:00:00Z,33093041.92,1.64403092,0.0657,-6805080.15,-0.1706,2639728.43,0.0668,
HC,HC,HC,HyperCash,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/hc.png,active,0.91506772,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,44911788,84000000.0,41097328,24,53,0,2017-10-09T00:00:00Z,2017-12-13T00:00:00Z,2018-08-29T00:00:00Z,172,-2,39.61142818,2017-12-21T00:00:00Z,9852984.71,-0.01655908,-0.0178,-12180004.31,-0.5528,-742111.91,-0.0177,
HARMONY,HARMONY,ONE,Harmony,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/harmony.jpg,active,0.00549954,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,7327253000,12636221766.0,40296518,20,37,0,2017-07-09T00:00:00Z,2018-10-16T00:00:00Z,2019-06-02T00:00:00Z,173,1,0.02861075,2019-06-05T00:00:00Z,3734416.74,8.067e-05,0.0149,-3381266.29,-0.4752,591084.58,0.0149,
SOLVE,SOLVE,SOLVE,SOLVE,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/SOLVE.png,active,0.10389496,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,385000000,1000000000.0,39999558,14,25,0,2018-12-17T00:00:00Z,2018-12-17T00:00:00Z,2018-11-29T00:00:00Z,174,6,2.54738256,2018-12-19T00:00:00Z,2408285.59,0.00846162,0.0887,424340.33,0.2139,3257722.57,0.0887,
LTO,LTO,LTO,LTO Network,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/LTO.png,active,0.14464174,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,273368870,403395188.0,39540549,14,24,0,2019-01-17T00:00:00Z,2019-01-17T00:00:00Z,2019-06-04T00:00:00Z,175,-3,0.17003429,2019-06-13T00:00:00Z,13201096.97,-0.00358603,-0.0242,4752760.02,0.5626,-980314.78,-0.0242,
MWC,MWC,MWC,MimbleWimbleCoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/MWC.jpg,active,3.68686289,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,10673348,10673348.0,39351172,6,11,0,2019-11-19T00:00:00Z,,2020-01-07T00:00:00Z,176,-21,30.96616382,2020-02-21T00:00:00Z,389379.79,-1.0341846,-0.2191,-301204.58,-0.4362,-11036197.15,-0.219,
HXRO,HXRO,HXRO,HXRO,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/hxro.jpg,active,0.18839354,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,206259469,1000000000.0,38857952,10,17,0,2019-02-08T00:00:00Z,2019-02-08T00:00:00Z,2019-02-14T00:00:00Z,177,-6,0.24311588,2020-10-30T00:00:00Z,534270.21,-0.00875513,-0.0444,-135397.53,-0.2022,-1805828.5,-0.0444,
EURS,EURS,EURS,EURS,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/eurs.png,active,1.21205274,2020-12-02T00:00:00Z,2020-12-02T21:04:00Z,31979207,31979207.0,38760486,18,82,9,2018-07-23T00:00:00Z,2018-07-23T00:00:00Z,2019-02-20T00:00:00Z,178,13,1.23609895,2020-11-08T00:00:00Z,366642.25,0.16233195,0.1546,-78703.58,-0.1767,5191247.08,0.1546,
NEC,NEC,NEC,Nectar,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/nec.png,active,0.24267955,2020-12-02T00:00:00Z,2020-12-02T20:50:00Z,158325932,618133330.0,38422466,7,15,0,2018-02-14T00:00:00Z,2018-02-14T00:00:00Z,2018-12-14T00:00:00Z,179,2,1.49034853,2018-02-19T00:00:00Z,96863.7,0.01167955,0.0506,-66685.78,-0.4077,1849176.16,0.0506,
AION,AION,AION,Aion,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/aion.svg,active,0.07654592,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,487496874,487496874.0,37315895,18,33,0,2017-11-14T00:00:00Z,2017-11-14T00:00:00Z,2018-08-29T00:00:00Z,180,2,10.55342824,2018-01-09T00:00:00Z,820899.23,0.00216156,0.0291,-315253.23,-0.2775,1053754.95,0.0291,
VLX,VLX,VLX,Velas,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/VLX.jpeg,active,0.02637677,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,1401195937,2086379470.0,36959025,7,16,0,2019-09-18T00:00:00Z,2020-04-30T00:00:00Z,2019-09-27T00:00:00Z,181,6,0.08829817,2020-06-28T00:00:00Z,699544.83,0.00156529,0.0631,-23582.54,-0.0326,2193276.23,0.0631,
FET,FET,FET,Fetch,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/fet.jpg,active,0.05337864,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,688117805,1152997575.0,36730791,40,81,0,2019-02-26T00:00:00Z,2019-02-28T00:00:00Z,2019-02-28T00:00:00Z,182,12,0.43421109,2019-03-01T00:00:00Z,3436713.94,0.00553555,0.1157,-963457.02,-0.219,3809112.65,0.1157,
HNS,HNS,HNS,Handshake,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/HNS.jpg,active,0.10834836,2020-12-02T00:00:00Z,2020-12-02T21:06:00Z,338257032,2040000000.0,36649595,14,20,0,2020-02-03T00:00:00Z,2020-02-03T00:00:00Z,2020-02-11T00:00:00Z,183,-5,0.64922436,2020-02-08T00:00:00Z,433502.49,-0.00404115,-0.036,-331142.13,-0.4331,-1338817.64,-0.0352,
ETHOS,ETHOS,VGX,Voyager Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ETHOS.png,active,0.16448802,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,222295208,222295208.0,36564899,15,39,0,2017-06-23T00:00:00Z,2017-06-23T00:00:00Z,2018-08-29T00:00:00Z,184,0,11.16665896,2018-01-07T00:00:00Z,234621.53,0.00511167,0.0321,-37820.43,-0.1388,1136299.9,0.0321,
